TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-CL5SQMHY,CUST-019765,EU,France,16-05-2024,02-06-2024,Billing,Escalated,Yes,5
TKT-IZ1M2H8L,CUST-007739,NA,USA-East,24-01-2022,10-02-2022,Plan Change,Resolved,Yes,3
TKT-PTD94KZA,CUST-019437,EU,France,15-08-2022,11-09-2022,Network,Resolved,Yes,3
TKT-OOS6UADD,CUST-006301,LATAM,Brazil,03-08-2024,01-09-2024,Network,Resolved,Yes,4
TKT-TMWQQG7H,CUST-003750,LATAM,Argentina,14-09-2024,15-09-2024,Other,Resolved,Yes,4
TKT-01MG6A5B,CUST-019249,MEA,UAE,22-02-2022,01-03-2022,Network,Technician Visit,Yes,1
TKT-18272VQF,CUST-012175,NA,USA-East,16-01-2025,31-01-2025,Network,Refund Issued,Yes,1
TKT-5YB912UQ,CUST-002318,EU,UK,16-01-2022,04-02-2022,Other,Escalated,Yes,5
TKT-PTONQO1Y,CUST-011819,NA,Canada-East,13-11-2024,,Plan Change,Escalated,No,5
TKT-QUKR3B0Y,CUST-004128,MEA,Saudi Arabia,29-04-2023,15-05-2023,Network,Resolved,Yes,3
TKT-89O9A9JK,CUST-033905,LATAM,Brazil,09-10-2023,26-10-2023,Value Added Services,Resolved,Yes,5
TKT-X6BO012J,CUST-003522,EU,Spain,03-11-2024,21-11-2024,Network,Plan Adjusted,Yes,5
TKT-JQ8MOK7Q,CUST-002604,EU,Spain,19-08-2023,30-08-2023,Plan Change,Resolved,Yes,4
TKT-OHNGOQWA,CUST-009684,LATAM,Chile,06-06-2023,16-06-2023,Roaming,Refund Issued,Yes,3
TKT-9PZSR5NK,CUST-027542,NA,USA-East,20-09-2024,08-10-2024,Other,Resolved,Yes,4
TKT-QHDZ49OZ,CUST-020172,APAC,Japan,03-05-2025,18-05-2025,Plan Change,Resolved,Yes,5
TKT-SNMQQKEM,CUST-026403,EU,Italy,03-07-2024,28-07-2024,Network,Plan Adjusted,Yes,1
TKT-QRY2HPK6,CUST-033551,APAC,Japan,15-11-2023,13-12-2023,Plan Change,Resolved,Yes,4
TKT-7D7342A2,CUST-009856,EU,Spain,25-03-2024,23-04-2024,Other,Resolved,Yes,5
TKT-VJ9K3BOH,CUST-022028,NA,Canada-East,01-07-2023,04-07-2023,Device,Technician Visit,Yes,4
TKT-0FWBR0TZ,CUST-018812,MEA,UAE,21-05-2025,,Billing,No Issue Found,No,2
TKT-5AN1RMLO,CUST-030407,APAC,South Korea,21-07-2024,30-07-2024,Billing,Technician Visit,Yes,5
TKT-13DW4NKS,CUST-006431,NA,Canada-West,26-09-2024,13-10-2024,Plan Change,Refund Issued,Yes,4
TKT-H5OZZ11A,CUST-034419,NA,Canada-East,10-01-2025,,Billing,Technician Visit,No,4
TKT-JOPS020S,CUST-013823,MEA,UAE,06-04-2024,03-05-2024,Plan Change,Resolved,Yes,4
TKT-IYVTSZYO,CUST-020958,MEA,South Africa,19-06-2025,08-07-2025,Plan Change,Resolved,Yes,3
TKT-5N33I156,CUST-004197,APAC,Australia,18-01-2023,,Network,Plan Adjusted,No,5
TKT-EG0PQW27,CUST-004365,APAC,India,12-08-2024,18-08-2024,Device,Resolved,Yes,3
TKT-JSEUGZZQ,CUST-013793,NA,USA-West,24-03-2023,24-03-2023,Roaming,Resolved,Yes,4
TKT-G7YKVLX7,CUST-030419,LATAM,Argentina,09-07-2025,18-07-2025,Plan Change,Plan Adjusted,Yes,4
TKT-5PD3MLWN,CUST-026086,APAC,South Korea,22-07-2023,23-07-2023,Billing,Resolved,Yes,5
TKT-GWQC6NT9,CUST-004314,LATAM,Argentina,29-11-2022,10-12-2022,Network,Plan Adjusted,Yes,3
TKT-H3EXHXCW,CUST-007121,MEA,Saudi Arabia,28-01-2024,22-02-2024,Device,Resolved,Yes,3
TKT-IUAVQ732,CUST-007570,APAC,Japan,07-09-2022,28-09-2022,Billing,Resolved,Yes,3
TKT-NATV0EX6,CUST-017213,NA,Canada-West,30-04-2025,11-05-2025,Billing,Resolved,Yes,3
TKT-90L9A45Q,CUST-032858,EU,Italy,20-07-2024,,Plan Change,Resolved,No,4
TKT-WVSDYPAM,CUST-028152,EU,France,14-05-2023,31-05-2023,Network,Resolved,Yes,5
TKT-FQ5RMJWE,CUST-024210,NA,USA-East,20-07-2025,,Billing,No Issue Found,No,4
TKT-Z3VZES3M,CUST-034773,EU,France,19-04-2024,05-05-2024,Network,Technician Visit,Yes,5
TKT-6H1LWSYY,CUST-004253,EU,Germany,05-04-2023,24-04-2023,Network,Resolved,Yes,3
TKT-KIVOKFNJ,CUST-035152,LATAM,Argentina,07-01-2022,14-01-2022,Billing,Escalated,Yes,3
TKT-T8JEY074,CUST-009753,EU,Spain,17-05-2024,06-06-2024,Billing,Resolved,Yes,5
TKT-7NM433GS,CUST-022041,NA,Canada-West,16-05-2025,,Network,Resolved,No,5
TKT-DTG93YDY,CUST-032016,EU,Germany,03-01-2022,24-01-2022,Network,Technician Visit,Yes,5
TKT-Y7OZ7JW0,CUST-015424,NA,USA-West,07-01-2024,04-02-2024,Other,Resolved,Yes,1
TKT-AGZ6LHAG,CUST-027431,APAC,South Korea,09-03-2022,20-03-2022,Value Added Services,Resolved,Yes,4
TKT-LMNTP6KB,CUST-002004,APAC,India,28-11-2023,03-12-2023,Network,Resolved,Yes,3
TKT-Z8AR0T4U,CUST-003327,LATAM,Brazil,14-06-2022,27-06-2022,Device,Technician Visit,Yes,4
TKT-GIGHMJZB,CUST-003200,EU,Spain,10-04-2022,07-05-2022,Roaming,Resolved,Yes,3
TKT-Y6UWG32E,CUST-030612,APAC,South Korea,07-11-2022,16-11-2022,Billing,Resolved,Yes,2
TKT-7GWRZE5F,CUST-033842,APAC,Singapore,03-07-2022,22-07-2022,Plan Change,Resolved,Yes,3
TKT-ANUBGWOK,CUST-037789,EU,Spain,08-04-2024,18-04-2024,Network,Escalated,Yes,4
TKT-QCIYS1A0,CUST-000609,EU,Italy,29-05-2024,23-06-2024,Billing,Resolved,Yes,1
TKT-6YKF59Z3,CUST-038291,APAC,Singapore,04-10-2022,01-11-2022,International,Resolved,Yes,5
TKT-VQPJVNHY,CUST-022908,MEA,Egypt,23-05-2023,28-05-2023,Other,Technician Visit,Yes,4
TKT-1MWK8HVL,CUST-039262,LATAM,Argentina,04-06-2024,02-07-2024,Network,Technician Visit,Yes,4
TKT-AKJDNZKS,CUST-030419,LATAM,Argentina,29-09-2024,25-10-2024,Other,Escalated,Yes,5
TKT-WZHWIG72,CUST-036176,NA,Canada-West,21-02-2023,06-03-2023,Network,Resolved,Yes,3
TKT-M3ZM5RPY,CUST-038062,MEA,Kenya,13-02-2024,02-03-2024,Plan Change,Resolved,Yes,4
TKT-IM4AA483,CUST-026957,EU,Italy,05-01-2024,14-01-2024,Network,Plan Adjusted,Yes,4
TKT-OMECVZBY,CUST-015903,APAC,Singapore,07-07-2022,30-07-2022,Plan Change,Resolved,Yes,1
TKT-U8YX23YU,CUST-020286,LATAM,Colombia,07-08-2023,27-08-2023,Device,No Issue Found,Yes,4
TKT-QON2SUQR,CUST-010922,NA,Canada-East,25-05-2022,05-06-2022,Network,Escalated,Yes,5
TKT-3XGCSLK2,CUST-039177,NA,USA-East,12-05-2025,12-05-2025,Other,Resolved,Yes,5
TKT-Q3NU6KE2,CUST-013365,EU,Germany,07-10-2022,13-10-2022,Plan Change,Technician Visit,Yes,4
TKT-OGQR8R08,CUST-006850,APAC,South Korea,01-09-2022,29-09-2022,Billing,Plan Adjusted,Yes,3
TKT-79XJV8SA,CUST-030627,NA,USA-East,11-03-2023,04-04-2023,Network,Resolved,Yes,4
TKT-BSKSURB1,CUST-018028,LATAM,Mexico,21-12-2022,12-01-2023,Billing,Resolved,Yes,2
TKT-O3XE6VUJ,CUST-024492,APAC,Japan,20-03-2025,,Billing,Resolved,No,2
TKT-OZI9ZMRQ,CUST-028711,LATAM,Brazil,18-08-2023,19-08-2023,Network,Resolved,Yes,5
TKT-RTVA2PMA,CUST-003685,NA,USA-West,31-07-2023,29-08-2023,Network,Refund Issued,Yes,5
TKT-ZNKRXKIF,CUST-006810,EU,Italy,05-02-2022,,Network,Escalated,No,5
TKT-CZO2BBKZ,CUST-035030,MEA,UAE,04-07-2024,22-07-2024,Billing,Resolved,Yes,5
TKT-VR3I2502,CUST-019626,APAC,Singapore,05-07-2023,02-08-2023,International,Technician Visit,Yes,5
TKT-N1FJ6SBS,CUST-006728,APAC,Singapore,05-04-2024,25-04-2024,Plan Change,No Issue Found,Yes,4
TKT-MZ1X2F21,CUST-017539,MEA,South Africa,14-11-2023,30-11-2023,Plan Change,Resolved,Yes,4
TKT-NK35JJDA,CUST-022544,LATAM,Argentina,24-05-2024,28-05-2024,Billing,No Issue Found,Yes,3
TKT-4LE597EH,CUST-023486,APAC,Singapore,06-07-2025,23-07-2025,Device,Resolved,Yes,5
TKT-NL6CI3E0,CUST-033661,EU,UK,21-05-2024,,Other,Technician Visit,No,4
TKT-6N0M17R5,CUST-019465,LATAM,Argentina,28-07-2024,,Plan Change,Resolved,No,5
TKT-C6EM1KNE,CUST-038641,APAC,India,05-03-2022,25-03-2022,Billing,No Issue Found,Yes,3
TKT-NF2V3CWK,CUST-038945,LATAM,Mexico,27-04-2023,25-05-2023,Billing,Technician Visit,Yes,2
TKT-6YUXLAE6,CUST-004267,NA,USA-East,10-05-2025,11-05-2025,Billing,Escalated,Yes,5
TKT-YLLFAXGP,CUST-021864,MEA,Kenya,01-11-2024,23-11-2024,Roaming,Plan Adjusted,Yes,1
TKT-4NSENY4A,CUST-026088,LATAM,Chile,29-07-2024,19-08-2024,Device,Resolved,Yes,4
TKT-IODC4XJ3,CUST-005384,APAC,Japan,21-05-2022,,Network,Refund Issued,No,4
TKT-JAT9LL8B,CUST-024560,EU,France,19-04-2024,17-05-2024,Billing,Technician Visit,Yes,2
TKT-T3W2KJVU,CUST-010439,EU,UK,05-09-2023,03-10-2023,Billing,Technician Visit,Yes,5
TKT-6X4TU7YP,CUST-001238,EU,Italy,29-07-2023,19-08-2023,Plan Change,Resolved,Yes,3
TKT-8OW1MWKW,CUST-007332,LATAM,Brazil,05-06-2024,26-06-2024,International,Resolved,Yes,1
TKT-JPJ8001A,CUST-018998,APAC,Australia,30-07-2024,06-08-2024,International,Resolved,Yes,2
TKT-EMRFGRQP,CUST-035625,APAC,Singapore,19-04-2024,18-05-2024,Network,Resolved,Yes,3
TKT-D6NOH1FF,CUST-033667,EU,Italy,01-05-2025,28-05-2025,Network,Plan Adjusted,Yes,3
TKT-3771F7W7,CUST-017667,EU,Italy,27-09-2022,20-10-2022,Network,Escalated,Yes,3
TKT-O28W0TWQ,CUST-018304,LATAM,Chile,31-07-2024,05-08-2024,Network,Plan Adjusted,Yes,3
TKT-IP43XY2Q,CUST-006669,APAC,Japan,25-07-2024,16-08-2024,Device,Escalated,Yes,5
TKT-PMXKTXYX,CUST-015395,MEA,Egypt,23-06-2022,23-06-2022,Billing,Resolved,Yes,5
TKT-H8BUXCUN,CUST-007840,LATAM,Chile,14-03-2025,14-03-2025,Billing,Plan Adjusted,Yes,3
TKT-HW99UOVO,CUST-008894,EU,Germany,19-12-2024,01-01-2025,Roaming,Plan Adjusted,Yes,3
TKT-Q1V9BP4F,CUST-015697,LATAM,Mexico,23-02-2022,24-03-2022,International,Technician Visit,Yes,3
TKT-QU0637H3,CUST-017838,EU,France,24-07-2022,15-08-2022,Billing,No Issue Found,Yes,1
TKT-RYQO15U1,CUST-000597,NA,Canada-East,08-07-2025,,Billing,Resolved,No,4
TKT-SC9N55DF,CUST-032187,EU,France,23-04-2025,16-05-2025,International,Resolved,Yes,5
TKT-K48MVS90,CUST-005706,APAC,Japan,14-06-2024,11-07-2024,International,Resolved,Yes,4
TKT-PN88L9S5,CUST-003034,APAC,Australia,01-02-2025,16-02-2025,Network,Plan Adjusted,Yes,3
TKT-G995G9R5,CUST-003196,EU,UK,16-05-2022,30-05-2022,Other,Resolved,Yes,2
TKT-J5LD4OXT,CUST-013139,LATAM,Chile,08-10-2024,13-10-2024,Network,Technician Visit,Yes,3
TKT-SQQBW1RK,CUST-000931,APAC,Australia,07-02-2025,21-02-2025,Network,Resolved,Yes,5
TKT-TIOZSNRQ,CUST-022404,APAC,Australia,02-04-2023,04-04-2023,Device,Technician Visit,Yes,3
TKT-5ZVT29D3,CUST-030599,EU,France,01-09-2024,15-09-2024,Plan Change,Technician Visit,Yes,5
TKT-43M8T6I3,CUST-012594,EU,Spain,21-07-2024,03-08-2024,Plan Change,Plan Adjusted,Yes,4
TKT-72DFEL6C,CUST-002096,LATAM,Chile,18-04-2022,22-04-2022,Billing,Escalated,Yes,1
TKT-HZRZUI39,CUST-000559,NA,Canada-East,09-04-2022,12-04-2022,Value Added Services,Escalated,Yes,4
TKT-725VL3D8,CUST-034374,APAC,India,05-11-2022,14-11-2022,Roaming,Resolved,Yes,4
TKT-Q9GFXT3T,CUST-029820,APAC,Japan,06-01-2025,19-01-2025,Network,Resolved,Yes,4
TKT-NK35942R,CUST-039243,EU,Italy,14-05-2024,28-05-2024,Network,Technician Visit,Yes,2
TKT-0F11KYI1,CUST-024173,EU,Spain,20-04-2025,07-05-2025,Plan Change,Resolved,Yes,2
TKT-DMP4EXAF,CUST-012544,APAC,Singapore,18-07-2024,06-08-2024,Other,Resolved,Yes,3
TKT-8UQKMADG,CUST-004408,APAC,India,18-11-2024,19-11-2024,Billing,Resolved,Yes,1
TKT-HJV9FL9R,CUST-000341,EU,Italy,16-12-2022,06-01-2023,Device,Escalated,Yes,3
TKT-ZI628RAH,CUST-010988,APAC,India,01-12-2023,11-12-2023,Billing,Technician Visit,Yes,4
TKT-0WXVU6UX,CUST-009962,NA,Canada-West,25-11-2023,,Billing,Plan Adjusted,No,5
TKT-OL23QKZC,CUST-009821,NA,Canada-East,01-11-2024,03-11-2024,Billing,Resolved,Yes,4
TKT-HYSDEU23,CUST-000528,APAC,India,20-12-2024,24-12-2024,Network,Refund Issued,Yes,4
TKT-6W0PV5F2,CUST-018109,EU,France,14-04-2022,01-05-2022,Other,Escalated,Yes,5
TKT-I28QZVK1,CUST-035242,APAC,South Korea,05-08-2022,20-08-2022,Billing,Escalated,Yes,3
TKT-YWE3JHUM,CUST-020104,APAC,South Korea,13-04-2022,02-05-2022,Billing,Resolved,Yes,3
TKT-TXXNIQ0V,CUST-019186,LATAM,Brazil,31-03-2023,,Network,Resolved,No,1
TKT-RO75Z0DI,CUST-025367,MEA,UAE,03-06-2024,19-06-2024,Billing,Refund Issued,Yes,4
TKT-PLTUOTQ8,CUST-012087,NA,Canada-East,09-08-2023,14-08-2023,Network,Resolved,Yes,5
TKT-UZP7AML8,CUST-029208,NA,USA-West,10-08-2023,,Roaming,Resolved,No,5
TKT-9ONHM8F0,CUST-022248,LATAM,Mexico,25-01-2022,,Network,Escalated,No,4
TKT-38HLI1XE,CUST-007268,EU,Germany,14-11-2024,14-11-2024,International,Resolved,Yes,5
TKT-5Y64U5QW,CUST-021607,EU,Spain,15-02-2023,23-02-2023,International,Resolved,Yes,3
TKT-LB5GR7LC,CUST-004477,EU,Spain,30-10-2023,15-11-2023,International,Resolved,Yes,4
TKT-UNLEBEQ8,CUST-039415,EU,Germany,23-02-2024,03-03-2024,Network,Technician Visit,Yes,2
TKT-OCY95U4Y,CUST-032078,LATAM,Mexico,16-08-2024,16-08-2024,Device,Resolved,Yes,3
TKT-7X7VKI2G,CUST-013958,EU,UK,05-06-2022,20-06-2022,Network,Resolved,Yes,4
TKT-9I58LDDB,CUST-007778,LATAM,Argentina,23-02-2024,,Network,Refund Issued,No,5
TKT-1RSQ9HXH,CUST-022050,APAC,India,31-01-2023,20-02-2023,Roaming,Plan Adjusted,Yes,5
TKT-WHUKDAWU,CUST-003952,LATAM,Chile,16-10-2024,26-10-2024,Billing,Resolved,Yes,2
TKT-8CF3B57M,CUST-004098,APAC,Japan,27-08-2024,06-09-2024,Billing,Resolved,Yes,4
TKT-W0JBGW7E,CUST-002250,APAC,India,18-06-2024,15-07-2024,Billing,Resolved,Yes,5
TKT-8CQUS9G9,CUST-022926,EU,Spain,02-09-2024,30-09-2024,Roaming,Resolved,Yes,4
TKT-0RWO6KRA,CUST-019300,LATAM,Colombia,12-08-2023,,Billing,Resolved,No,5
TKT-FU0NR9QQ,CUST-026283,EU,UK,10-06-2025,21-06-2025,Other,Resolved,Yes,5
TKT-C0ZHALWT,CUST-023988,NA,USA-East,02-09-2022,02-09-2022,Network,Resolved,Yes,2
TKT-BHPT52DY,CUST-024012,LATAM,Mexico,16-09-2023,26-09-2023,Billing,Resolved,Yes,5
TKT-W7PH4W35,CUST-006178,APAC,Japan,14-06-2024,04-07-2024,Billing,Resolved,Yes,3
TKT-SK1S3DQW,CUST-033877,LATAM,Argentina,01-03-2025,10-03-2025,Roaming,Technician Visit,Yes,3
TKT-NVMTOLWL,CUST-009133,NA,USA-West,03-05-2025,23-05-2025,Device,Resolved,Yes,3
TKT-4XEEP1SW,CUST-000180,APAC,India,14-09-2022,27-09-2022,Value Added Services,Resolved,Yes,5
TKT-LZYZSIO5,CUST-019009,APAC,Australia,25-12-2022,06-01-2023,Roaming,Resolved,Yes,2
TKT-H1HJDOAR,CUST-005005,LATAM,Argentina,28-04-2024,20-05-2024,International,Escalated,Yes,3
TKT-36BVXLSV,CUST-014558,NA,Canada-East,02-01-2025,13-01-2025,Network,Resolved,Yes,2
TKT-B6M67ZZA,CUST-012995,EU,UK,19-03-2022,29-03-2022,Network,Refund Issued,Yes,4
TKT-4IOBLR8T,CUST-029789,NA,Canada-West,16-10-2024,30-10-2024,International,Resolved,Yes,4
TKT-X9CLXQCD,CUST-019905,APAC,India,22-02-2025,26-02-2025,Device,Resolved,Yes,2
TKT-GZPLKBA4,CUST-007045,MEA,UAE,15-04-2025,04-05-2025,Roaming,Resolved,Yes,4
TKT-1V92GIPC,CUST-023733,EU,France,22-03-2023,11-04-2023,Network,Technician Visit,Yes,4
TKT-X2KE7UYM,CUST-002570,MEA,Kenya,12-04-2024,08-05-2024,Network,Resolved,Yes,5
TKT-MYBBVDH5,CUST-003406,LATAM,Colombia,31-01-2025,25-02-2025,Roaming,Plan Adjusted,Yes,4
TKT-YSC9IMH0,CUST-013860,EU,Spain,19-12-2023,06-01-2024,Network,Plan Adjusted,Yes,4
TKT-MPCLHXGE,CUST-018377,LATAM,Chile,19-09-2024,05-10-2024,Value Added Services,No Issue Found,Yes,4
TKT-JPVZ8Y9E,CUST-034844,APAC,Australia,18-01-2022,06-02-2022,Billing,No Issue Found,Yes,5
TKT-BB1EQTBT,CUST-025410,NA,USA-East,16-11-2024,17-11-2024,Billing,Resolved,Yes,2
TKT-1FEM1XXU,CUST-009410,EU,Germany,20-04-2023,26-04-2023,Billing,Plan Adjusted,Yes,4
TKT-CJ274L2O,CUST-028356,APAC,Australia,02-07-2024,23-07-2024,Network,Escalated,Yes,5
TKT-7LGO9VPR,CUST-038091,NA,USA-East,11-07-2022,31-07-2022,Network,Plan Adjusted,Yes,5
TKT-PL65DUDQ,CUST-038524,EU,France,13-03-2022,07-04-2022,Network,Resolved,Yes,2
TKT-DS9Y43VZ,CUST-000316,NA,USA-West,07-08-2024,26-08-2024,Billing,Escalated,Yes,5
TKT-FAS0YTTN,CUST-013359,LATAM,Chile,05-10-2024,,Billing,Escalated,No,2
TKT-L2NU1GEY,CUST-023844,LATAM,Brazil,26-04-2022,,Network,Resolved,No,5
TKT-40PQTB69,CUST-009693,EU,Spain,21-05-2025,28-05-2025,Network,Plan Adjusted,Yes,4
TKT-HBYC07Z7,CUST-023304,MEA,Kenya,24-11-2023,07-12-2023,Plan Change,Resolved,Yes,5
TKT-91OFMDXP,CUST-033175,LATAM,Argentina,23-09-2023,30-09-2023,Roaming,Resolved,Yes,3
TKT-9NA0TL6T,CUST-004267,NA,USA-East,13-12-2022,10-01-2023,Billing,Resolved,Yes,5
TKT-GGNBPJ4L,CUST-021403,APAC,Australia,08-05-2023,26-05-2023,Network,Resolved,Yes,5
TKT-SJ0IVH3F,CUST-014596,LATAM,Chile,22-01-2023,05-02-2023,Network,Resolved,Yes,3
TKT-LJPTXB0V,CUST-023705,MEA,South Africa,14-09-2022,,Billing,Refund Issued,No,3
TKT-DX76VXK3,CUST-005935,EU,Germany,21-02-2024,06-03-2024,Billing,No Issue Found,Yes,4
TKT-PEE2RXWZ,CUST-014903,APAC,Japan,22-06-2025,06-07-2025,Network,Resolved,Yes,2
TKT-DZT9AL54,CUST-008921,NA,USA-East,28-11-2022,12-12-2022,Billing,Resolved,Yes,3
TKT-RXY5C5Y1,CUST-037722,EU,France,08-03-2022,,Plan Change,Escalated,No,4
TKT-MLCLC1MI,CUST-036138,LATAM,Chile,12-06-2023,20-06-2023,Plan Change,Resolved,Yes,4
TKT-J5Q2PHKU,CUST-000271,LATAM,Argentina,08-02-2025,14-02-2025,Network,Resolved,Yes,3
TKT-TEFW91AD,CUST-014960,EU,Spain,06-09-2022,10-09-2022,Network,Resolved,Yes,3
TKT-1C3DN6HO,CUST-034960,LATAM,Chile,08-02-2024,12-02-2024,Plan Change,Resolved,Yes,1
TKT-PO5HUHR4,CUST-023126,EU,Spain,10-06-2025,23-06-2025,Billing,Resolved,Yes,5
TKT-JKBQ73ZO,CUST-020070,NA,Canada-West,28-02-2025,15-03-2025,Value Added Services,Resolved,Yes,2
TKT-A0L17VBL,CUST-023892,EU,Germany,06-01-2023,12-01-2023,Billing,Plan Adjusted,Yes,3
TKT-RTARPHUF,CUST-033538,APAC,South Korea,14-09-2023,17-09-2023,Device,Technician Visit,Yes,3
TKT-KUCRWSC6,CUST-030447,NA,Canada-East,14-09-2023,27-09-2023,Device,Resolved,Yes,3
TKT-T3FZRSNY,CUST-035558,APAC,Australia,15-01-2023,02-02-2023,Plan Change,Escalated,Yes,2
TKT-BPZW4M1W,CUST-026616,EU,UK,24-01-2023,27-01-2023,Network,Resolved,Yes,2
TKT-W67DHCJU,CUST-014559,NA,USA-West,16-10-2024,08-11-2024,Billing,Resolved,Yes,5
TKT-O4RPQ4OF,CUST-037872,EU,Germany,11-07-2025,19-07-2025,Device,Resolved,Yes,3
TKT-OFGXQGF6,CUST-002204,APAC,South Korea,06-03-2025,04-04-2025,Other,Plan Adjusted,Yes,4
TKT-RIVF5A7Q,CUST-025227,EU,Italy,14-01-2024,14-01-2024,Billing,Technician Visit,Yes,2
TKT-HTPYKLMR,CUST-010410,APAC,Japan,13-04-2022,27-04-2022,Network,Resolved,Yes,5
TKT-VK9FBLJZ,CUST-025895,APAC,South Korea,25-11-2023,19-12-2023,Network,Resolved,Yes,5
TKT-6GX8B1ZE,CUST-015116,LATAM,Colombia,20-08-2024,23-08-2024,Billing,Plan Adjusted,Yes,5
TKT-RRG38KP0,CUST-007433,APAC,Japan,15-01-2025,10-02-2025,Plan Change,Resolved,Yes,3
TKT-AG5UQ0CX,CUST-004157,NA,Canada-East,02-02-2024,,Billing,Plan Adjusted,No,5
TKT-8W7ENDH4,CUST-016994,APAC,Japan,19-03-2025,,Billing,Resolved,No,5
TKT-ABLX7OCB,CUST-020661,NA,USA-East,11-02-2024,23-02-2024,Roaming,Resolved,Yes,3
TKT-MOZIY3H2,CUST-019099,APAC,India,22-11-2024,,Network,Resolved,No,5
TKT-HVI2OUBF,CUST-008194,APAC,South Korea,12-10-2023,23-10-2023,Billing,Escalated,Yes,4
TKT-KT7MH9K7,CUST-016470,APAC,Japan,20-04-2022,28-04-2022,Billing,Plan Adjusted,Yes,2
TKT-ZT0CGP9I,CUST-022694,LATAM,Brazil,25-06-2023,,Billing,Resolved,No,3
TKT-HES61DE5,CUST-018795,APAC,South Korea,09-05-2022,26-05-2022,Billing,Resolved,Yes,4
TKT-6LIIY42C,CUST-037410,APAC,Australia,06-03-2025,18-03-2025,Device,Resolved,Yes,2
TKT-HCH3H767,CUST-009145,NA,Canada-West,23-11-2024,,Roaming,Escalated,No,5
TKT-I4X3MK0O,CUST-006517,LATAM,Mexico,22-02-2022,08-03-2022,Plan Change,Resolved,Yes,3
TKT-JW7MYLPU,CUST-000865,EU,Spain,07-10-2022,18-10-2022,Other,Resolved,Yes,4
TKT-FD4BAKLA,CUST-012560,NA,Canada-East,29-10-2022,24-11-2022,Device,Plan Adjusted,Yes,5
TKT-10L0WL8T,CUST-030713,NA,Canada-East,26-02-2025,15-03-2025,Network,Escalated,Yes,3
TKT-ZT9ONFC9,CUST-038248,MEA,South Africa,20-11-2022,26-11-2022,Roaming,Escalated,Yes,5
TKT-ZDUMZSDC,CUST-017031,EU,Spain,09-02-2024,22-02-2024,Network,Resolved,Yes,2
TKT-7ZTCFA0F,CUST-005876,APAC,Australia,17-06-2023,14-07-2023,Network,Resolved,Yes,5
TKT-FYW6P4Q9,CUST-012765,NA,Canada-East,23-11-2022,28-11-2022,Device,No Issue Found,Yes,4
TKT-1275RPYV,CUST-000444,EU,Spain,22-12-2022,25-12-2022,Network,Plan Adjusted,Yes,5
TKT-UVQP68ZQ,CUST-018211,APAC,Singapore,03-07-2024,24-07-2024,Device,Resolved,Yes,3
TKT-W5CU8STK,CUST-008443,NA,USA-East,25-01-2025,31-01-2025,Other,Resolved,Yes,5
TKT-2FEJABZJ,CUST-024497,APAC,Japan,02-06-2025,04-06-2025,Billing,Resolved,Yes,4
TKT-942T99G1,CUST-008609,NA,USA-West,12-11-2024,11-12-2024,Network,Resolved,Yes,5
TKT-SKDNMBUL,CUST-005987,NA,Canada-East,18-08-2023,19-08-2023,Device,Resolved,Yes,3
TKT-7MP71NR2,CUST-018083,NA,USA-East,13-01-2023,26-01-2023,Billing,Resolved,Yes,4
TKT-3N3XTFHZ,CUST-035977,APAC,Japan,17-12-2024,13-01-2025,Roaming,Resolved,Yes,5
TKT-O249WYED,CUST-016841,MEA,Egypt,01-01-2024,06-01-2024,Other,Escalated,Yes,5
TKT-1ZYMAXAU,CUST-037553,NA,Canada-West,22-12-2024,11-01-2025,Device,Refund Issued,Yes,3
TKT-RNUZVKUZ,CUST-035168,EU,Spain,10-07-2022,21-07-2022,Plan Change,Resolved,Yes,5
TKT-5PM3EBSS,CUST-031734,MEA,UAE,04-04-2023,08-04-2023,Network,No Issue Found,Yes,3
TKT-SHVQTRRV,CUST-024109,APAC,Australia,05-06-2022,29-06-2022,Device,Resolved,Yes,4
TKT-WT1OGHOP,CUST-034778,NA,Canada-West,08-07-2025,16-07-2025,Network,Resolved,Yes,2
TKT-09ML13F8,CUST-030498,EU,Spain,20-01-2025,,Billing,Refund Issued,No,2
TKT-SPQ5EMXO,CUST-031455,APAC,South Korea,18-09-2024,14-10-2024,Network,Resolved,Yes,1
TKT-JWLZ0Q8R,CUST-004467,APAC,South Korea,17-02-2022,28-02-2022,Billing,Technician Visit,Yes,4
TKT-EXPSTJ5X,CUST-001575,APAC,Singapore,24-09-2022,29-09-2022,Billing,Resolved,Yes,5
TKT-L2NYTH0M,CUST-029937,MEA,Kenya,18-07-2025,13-08-2025,Network,Resolved,Yes,4
TKT-6GW0F5XZ,CUST-017241,APAC,Australia,04-07-2025,26-07-2025,Value Added Services,Technician Visit,Yes,3
TKT-5QY5I195,CUST-002040,APAC,South Korea,16-02-2024,13-03-2024,Network,Resolved,Yes,4
TKT-TQDXIFGZ,CUST-023739,EU,Italy,12-03-2022,25-03-2022,Network,Refund Issued,Yes,4
TKT-ZKLIJ6UK,CUST-029023,APAC,South Korea,09-07-2025,23-07-2025,Roaming,No Issue Found,Yes,4
TKT-88C0J3FW,CUST-012005,NA,USA-East,13-01-2024,07-02-2024,Network,Resolved,Yes,1
TKT-A8L7249F,CUST-030117,APAC,Japan,07-03-2024,26-03-2024,Network,Resolved,Yes,3
