CustomerID,AccountID,Market,Region,Segment,ContractType,CurrentPlan,DeviceCategory,TenureMonths
CUST-013724,ACC-013724,APAC,Japan,Consumer,Postpaid-Monthly,Standard,Smartphone-Budget,65
CUST-013725,ACC-013725,MEA,Saudi Arabia,Enterprise,Postpaid-Monthly,SMB-Plus,Tablet,31
CUST-013726,ACC-013726,MEA,Saudi Arabia,Consumer,Postpaid-Annual,Premium,Smartphone-Mid,40
CUST-013727,ACC-013727,MEA,South Africa,Consumer,Prepaid,Standard,Feature Phone,23
CUST-013728,ACC-013728,LATAM,Brazil,Enterprise,Postpaid-Monthly,Basic,Smartphone-Budget,28
CUST-013729,ACC-013729,APAC,South Korea,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,56
CUST-013730,ACC-013730,APAC,India,Consumer,Postpaid-Monthly,Standard,IoT/Modem,42
CUST-013731,ACC-013731,EU,UK,Small Business,Postpaid-Annual,SMB-Plus,Smartphone-Mid,20
CUST-013732,ACC-013732,EU,Italy,Consumer,Prepaid,Premium,Tablet,47
CUST-013733,ACC-013733,MEA,Saudi Arabia,Consumer,Prepaid,Enterprise-Pro,Smartphone-Mid,63
CUST-013734,ACC-013734,LATAM,Chile,Small Business,Postpaid-Annual,Basic,Smartphone-Flagship,62
CUST-013735,ACC-013735,NA,USA-West,Consumer,Prepaid,Premium,Smartphone-Mid,26
CUST-013736,ACC-013736,APAC,India,Consumer,Postpaid-Monthly,Premium,Feature Phone,2
CUST-013737,ACC-013737,MEA,Kenya,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,35
CUST-013738,ACC-013738,LATAM,Brazil,Enterprise,Postpaid-Monthly,Basic,IoT/Modem,7
CUST-013739,ACC-013739,APAC,South Korea,Consumer,Prepaid,Premium,Smartphone-Flagship,2
CUST-013740,ACC-013740,LATAM,Chile,Consumer,Prepaid,Basic,Smartphone-Mid,5
CUST-013741,ACC-013741,APAC,Singapore,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,68
CUST-013742,ACC-013742,APAC,Singapore,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,25
CUST-013743,ACC-013743,NA,USA-East,Consumer,Postpaid-Annual,Basic,Smartphone-Mid,3
CUST-013744,ACC-013744,NA,USA-East,Small Business,Postpaid-Annual,Standard,Smartphone-Budget,8
CUST-013745,ACC-013745,APAC,Singapore,Consumer,Postpaid-Annual,Unlimited,Smartphone-Budget,33
CUST-013746,ACC-013746,EU,France,Consumer,Prepaid,Basic,Smartphone-Mid,54
CUST-013747,ACC-013747,MEA,Saudi Arabia,Small Business,Prepaid,Family,Smartphone-Budget,45
CUST-013748,ACC-013748,NA,Canada-East,Consumer,Postpaid-Annual,Basic,Smartphone-Budget,54
CUST-013749,ACC-013749,NA,USA-West,Small Business,Prepaid,Standard,Smartphone-Mid,15
CUST-013750,ACC-013750,APAC,Japan,Consumer,Prepaid,Standard,Smartphone-Flagship,31
CUST-013751,ACC-013751,APAC,South Korea,Enterprise,Postpaid-Monthly,Basic,Smartphone-Flagship,10
CUST-013752,ACC-013752,APAC,India,Enterprise,Prepaid,Standard,Tablet,66
CUST-013753,ACC-013753,APAC,India,Small Business,Prepaid,Premium,Smartphone-Mid,47
CUST-013754,ACC-013754,APAC,South Korea,Consumer,Prepaid,Family,Smartphone-Mid,68
CUST-013755,ACC-013755,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Mid,54
CUST-013756,ACC-013756,NA,Canada-West,Consumer,Prepaid,Basic,Smartphone-Flagship,53
CUST-013757,ACC-013757,EU,Italy,Consumer,Prepaid,Premium,IoT/Modem,5
CUST-013758,ACC-013758,LATAM,Mexico,Small Business,Postpaid-Monthly,Family,Smartphone-Mid,40
CUST-013759,ACC-013759,APAC,Australia,Consumer,Postpaid-Annual,Enterprise-Pro,Smartphone-Flagship,29
CUST-013760,ACC-013760,EU,Germany,Consumer,Postpaid-Monthly,Premium,IoT/Modem,40
CUST-013761,ACC-013761,APAC,South Korea,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Budget,46
CUST-013762,ACC-013762,EU,Germany,Consumer,Postpaid-Annual,Standard,Feature Phone,10
CUST-013763,ACC-013763,APAC,Singapore,Consumer,Prepaid,Basic,Smartphone-Flagship,40
CUST-013764,ACC-013764,MEA,Egypt,Consumer,Prepaid,Premium,Smartphone-Budget,6
CUST-013765,ACC-013765,LATAM,Chile,Consumer,Postpaid-Monthly,Family,Smartphone-Mid,4
CUST-013766,ACC-013766,EU,UK,Consumer,Prepaid,Basic,Tablet,9
CUST-013767,ACC-013767,APAC,Australia,Consumer,Prepaid,Enterprise-Pro,Smartphone-Budget,19
CUST-013768,ACC-013768,NA,USA-West,Small Business,Prepaid,Enterprise-Pro,Smartphone-Flagship,15
CUST-013769,ACC-013769,NA,Canada-West,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,9
CUST-013770,ACC-013770,APAC,Australia,Consumer,Prepaid,Basic,Smartphone-Budget,35
CUST-013771,ACC-013771,NA,USA-East,Consumer,Postpaid-Monthly,SMB-Plus,Smartphone-Mid,67
CUST-013772,ACC-013772,LATAM,Brazil,Consumer,Prepaid,Unlimited,Smartphone-Mid,37
CUST-013773,ACC-013773,NA,Canada-West,Consumer,Postpaid-Monthly,SMB-Plus,Smartphone-Flagship,11
CUST-013774,ACC-013774,LATAM,Mexico,Consumer,Postpaid-Monthly,Premium,IoT/Modem,48
CUST-013775,ACC-013775,LATAM,Mexico,Enterprise,Postpaid-Annual,Unlimited,Smartphone-Mid,60
CUST-013776,ACC-013776,MEA,South Africa,Consumer,Prepaid,Standard,Tablet,46
CUST-013777,ACC-013777,EU,Spain,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,69
CUST-013778,ACC-013778,NA,USA-West,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,62
CUST-013779,ACC-013779,LATAM,Brazil,Consumer,Prepaid,Basic,Smartphone-Mid,44
CUST-013780,ACC-013780,NA,Canada-West,Consumer,Prepaid,Basic,Smartphone-Mid,17
CUST-013781,ACC-013781,MEA,Saudi Arabia,Small Business,Prepaid,SMB-Plus,Smartphone-Mid,26
CUST-013782,ACC-013782,APAC,Australia,Small Business,Prepaid,Standard,Smartphone-Mid,26
CUST-013783,ACC-013783,EU,Germany,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,13
CUST-013784,ACC-013784,APAC,India,Consumer,Postpaid-Annual,Unlimited,Smartphone-Mid,62
CUST-013785,ACC-013785,APAC,Japan,Small Business,Prepaid,Unlimited,Feature Phone,45
CUST-013786,ACC-013786,APAC,South Korea,Consumer,Prepaid,Enterprise-Pro,Tablet,59
CUST-013787,ACC-013787,NA,USA-West,Consumer,Postpaid-Annual,Unlimited,Smartphone-Budget,3
CUST-013788,ACC-013788,APAC,Australia,Consumer,Prepaid,Basic,Smartphone-Mid,26
CUST-013789,ACC-013789,NA,USA-East,Enterprise,Postpaid-Annual,Standard,Tablet,3
CUST-013790,ACC-013790,NA,Canada-West,Consumer,Prepaid,Premium,Smartphone-Mid,12
CUST-013791,ACC-013791,APAC,Singapore,Enterprise,Postpaid-Annual,Premium,Smartphone-Budget,53
CUST-013792,ACC-013792,APAC,Singapore,Small Business,Prepaid,Basic,Smartphone-Mid,48
CUST-013793,ACC-013793,NA,USA-West,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,55
CUST-013794,ACC-013794,NA,Canada-East,Consumer,Postpaid-Annual,Unlimited,IoT/Modem,47
CUST-013795,ACC-013795,LATAM,Chile,Consumer,Prepaid,Standard,IoT/Modem,46
CUST-013796,ACC-013796,LATAM,Argentina,Consumer,Prepaid,Standard,Smartphone-Flagship,65
CUST-013797,ACC-013797,MEA,UAE,Consumer,Prepaid,Unlimited,Feature Phone,38
CUST-013798,ACC-013798,NA,Canada-West,Enterprise,Postpaid-Monthly,Standard,Smartphone-Mid,19
CUST-013799,ACC-013799,MEA,Kenya,Consumer,Postpaid-Annual,Basic,Smartphone-Mid,1
CUST-013800,ACC-013800,LATAM,Mexico,Consumer,Prepaid,Premium,Smartphone-Mid,67
CUST-013801,ACC-013801,LATAM,Chile,Small Business,Postpaid-Monthly,Unlimited,IoT/Modem,17
CUST-013802,ACC-013802,APAC,Singapore,Consumer,Prepaid,Basic,Smartphone-Mid,44
CUST-013803,ACC-013803,MEA,Egypt,Consumer,Prepaid,Unlimited,Smartphone-Flagship,25
CUST-013804,ACC-013804,EU,Italy,Small Business,Prepaid,Premium,Tablet,25
CUST-013805,ACC-013805,LATAM,Chile,Enterprise,Prepaid,Basic,Feature Phone,38
CUST-013806,ACC-013806,APAC,South Korea,Consumer,Postpaid-Monthly,Standard,Tablet,64
CUST-013807,ACC-013807,EU,Italy,Consumer,Postpaid-Monthly,Basic,Smartphone-Flagship,27
CUST-013808,ACC-013808,APAC,Japan,Consumer,Prepaid,Premium,Smartphone-Budget,62
CUST-013809,ACC-013809,APAC,Australia,Consumer,Postpaid-Monthly,Premium,Tablet,18
CUST-013810,ACC-013810,APAC,Australia,Consumer,Postpaid-Annual,Premium,Smartphone-Mid,42
CUST-013811,ACC-013811,LATAM,Argentina,Consumer,Prepaid,Unlimited,Smartphone-Budget,48
CUST-013812,ACC-013812,APAC,Japan,Enterprise,Prepaid,Unlimited,Smartphone-Budget,23
CUST-013813,ACC-013813,EU,Spain,Small Business,Prepaid,Unlimited,Smartphone-Flagship,44
CUST-013814,ACC-013814,APAC,India,Small Business,Prepaid,Standard,Tablet,59
CUST-013815,ACC-013815,NA,USA-West,Small Business,Postpaid-Monthly,SMB-Plus,Smartphone-Mid,12
CUST-013816,ACC-013816,APAC,South Korea,Small Business,Postpaid-Monthly,Premium,Feature Phone,60
CUST-013817,ACC-013817,APAC,India,Consumer,Prepaid,Basic,Smartphone-Flagship,20
CUST-013818,ACC-013818,EU,Spain,Small Business,Postpaid-Monthly,Premium,Smartphone-Mid,36
CUST-013819,ACC-013819,NA,USA-East,Small Business,Prepaid,Family,Smartphone-Flagship,2
CUST-013820,ACC-013820,APAC,Australia,Consumer,Postpaid-Monthly,Standard,IoT/Modem,34
CUST-013821,ACC-013821,APAC,Japan,Consumer,Prepaid,Premium,Smartphone-Mid,56
CUST-013822,ACC-013822,APAC,Australia,Consumer,Prepaid,Standard,Smartphone-Budget,32
CUST-013823,ACC-013823,MEA,UAE,Consumer,Postpaid-Annual,Unlimited,IoT/Modem,58
CUST-013824,ACC-013824,EU,UK,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Flagship,23
CUST-013825,ACC-013825,NA,Canada-East,Small Business,Prepaid,Premium,Feature Phone,34
CUST-013826,ACC-013826,APAC,South Korea,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Flagship,69
CUST-013827,ACC-013827,EU,Italy,Small Business,Postpaid-Monthly,Basic,Smartphone-Mid,52
CUST-013828,ACC-013828,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Budget,71
CUST-013829,ACC-013829,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Budget,63
CUST-013830,ACC-013830,EU,UK,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,71
CUST-013831,ACC-013831,EU,France,Consumer,Postpaid-Annual,Unlimited,Smartphone-Mid,53
CUST-013832,ACC-013832,APAC,Japan,Small Business,Postpaid-Monthly,Unlimited,Smartphone-Mid,26
CUST-013833,ACC-013833,NA,Canada-East,Consumer,Prepaid,Unlimited,Tablet,56
CUST-013834,ACC-013834,MEA,Saudi Arabia,Consumer,Prepaid,Premium,Smartphone-Budget,45
CUST-013835,ACC-013835,EU,Germany,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,10
CUST-013836,ACC-013836,NA,USA-East,Consumer,Postpaid-Monthly,Standard,Feature Phone,42
CUST-013837,ACC-013837,MEA,South Africa,Consumer,Prepaid,Premium,Smartphone-Budget,54
CUST-013838,ACC-013838,LATAM,Brazil,Consumer,Prepaid,Premium,IoT/Modem,22
CUST-013839,ACC-013839,EU,UK,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,14
CUST-013840,ACC-013840,NA,USA-East,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,43
CUST-013841,ACC-013841,APAC,India,Consumer,Prepaid,Standard,Smartphone-Mid,11
CUST-013842,ACC-013842,EU,Spain,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,35
CUST-013843,ACC-013843,APAC,Japan,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,66
CUST-013844,ACC-013844,APAC,India,Consumer,Postpaid-Annual,Enterprise-Pro,Smartphone-Budget,55
CUST-013845,ACC-013845,EU,Spain,Consumer,Postpaid-Annual,Basic,Smartphone-Flagship,40
CUST-013846,ACC-013846,APAC,Singapore,Consumer,Prepaid,Standard,Smartphone-Budget,48
CUST-013847,ACC-013847,NA,USA-East,Consumer,Prepaid,Standard,Smartphone-Mid,58
CUST-013848,ACC-013848,EU,UK,Enterprise,Prepaid,Standard,Smartphone-Budget,59
CUST-013849,ACC-013849,NA,Canada-West,Consumer,Prepaid,Unlimited,Feature Phone,48
CUST-013850,ACC-013850,APAC,Japan,Consumer,Prepaid,Enterprise-Pro,Smartphone-Mid,48
CUST-013851,ACC-013851,APAC,Australia,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,8
CUST-013852,ACC-013852,NA,Canada-East,Small Business,Prepaid,Standard,Smartphone-Mid,39
CUST-013853,ACC-013853,MEA,UAE,Consumer,Postpaid-Monthly,Basic,IoT/Modem,14
CUST-013854,ACC-013854,APAC,Japan,Consumer,Prepaid,Premium,Smartphone-Budget,22
CUST-013855,ACC-013855,APAC,Japan,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,15
CUST-013856,ACC-013856,LATAM,Chile,Small Business,Prepaid,Unlimited,Smartphone-Flagship,40
CUST-013857,ACC-013857,APAC,Singapore,Small Business,Postpaid-Monthly,Enterprise-Pro,Smartphone-Flagship,10
CUST-013858,ACC-013858,LATAM,Brazil,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Flagship,36
CUST-013859,ACC-013859,NA,USA-East,Consumer,Prepaid,Premium,Smartphone-Mid,48
CUST-013860,ACC-013860,EU,Spain,Small Business,Postpaid-Monthly,Enterprise-Pro,Smartphone-Mid,36
CUST-013861,ACC-013861,EU,France,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,38
CUST-013862,ACC-013862,APAC,India,Enterprise,Postpaid-Monthly,Premium,Smartphone-Mid,39
CUST-013863,ACC-013863,EU,Italy,Consumer,Prepaid,Standard,Smartphone-Mid,41
CUST-013864,ACC-013864,LATAM,Mexico,Enterprise,Postpaid-Monthly,Basic,Smartphone-Flagship,9
CUST-013865,ACC-013865,NA,USA-West,Consumer,Postpaid-Monthly,Premium,Smartphone-Mid,10
CUST-013866,ACC-013866,NA,Canada-East,Enterprise,Postpaid-Annual,Unlimited,Smartphone-Budget,11
CUST-013867,ACC-013867,LATAM,Colombia,Consumer,Prepaid,Standard,Smartphone-Budget,58
CUST-013868,ACC-013868,APAC,South Korea,Consumer,Postpaid-Annual,Standard,Smartphone-Mid,63
CUST-013869,ACC-013869,NA,USA-West,Consumer,Prepaid,Unlimited,Smartphone-Mid,35
CUST-013870,ACC-013870,EU,Germany,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,14
CUST-013871,ACC-013871,LATAM,Argentina,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,32
CUST-013872,ACC-013872,EU,France,Small Business,Postpaid-Annual,Enterprise-Pro,Smartphone-Flagship,46
CUST-013873,ACC-013873,NA,USA-West,Consumer,Prepaid,Standard,Tablet,7
CUST-013874,ACC-013874,LATAM,Chile,Consumer,Postpaid-Annual,Enterprise-Pro,Smartphone-Budget,50
CUST-013875,ACC-013875,EU,Italy,Consumer,Prepaid,SMB-Plus,IoT/Modem,5
CUST-013876,ACC-013876,APAC,Australia,Consumer,Postpaid-Monthly,Standard,Tablet,28
CUST-013877,ACC-013877,EU,Germany,Consumer,Postpaid-Annual,Premium,Smartphone-Budget,24
CUST-013878,ACC-013878,EU,France,Consumer,Postpaid-Monthly,Basic,Feature Phone,9
CUST-013879,ACC-013879,NA,Canada-West,Small Business,Prepaid,Premium,IoT/Modem,71
CUST-013880,ACC-013880,MEA,Egypt,Consumer,Postpaid-Monthly,Premium,Smartphone-Budget,29
CUST-013881,ACC-013881,EU,Germany,Small Business,Prepaid,Premium,Smartphone-Mid,38
CUST-013882,ACC-013882,EU,France,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,30
CUST-013883,ACC-013883,NA,USA-West,Consumer,Prepaid,Unlimited,Smartphone-Mid,29
CUST-013884,ACC-013884,APAC,Singapore,Consumer,Prepaid,Premium,IoT/Modem,64
CUST-013885,ACC-013885,APAC,Singapore,Consumer,Postpaid-Annual,Premium,Smartphone-Flagship,59
CUST-013886,ACC-013886,MEA,Kenya,Consumer,Postpaid-Monthly,Standard,Smartphone-Budget,59
CUST-013887,ACC-013887,NA,Canada-West,Consumer,Prepaid,Standard,Smartphone-Flagship,48
CUST-013888,ACC-013888,APAC,South Korea,Small Business,Postpaid-Annual,Unlimited,Tablet,30
CUST-013889,ACC-013889,APAC,Australia,Enterprise,Prepaid,Premium,Smartphone-Flagship,6
CUST-013890,ACC-013890,NA,USA-West,Consumer,Prepaid,Unlimited,Smartphone-Mid,57
CUST-013891,ACC-013891,NA,Canada-West,Small Business,Prepaid,Unlimited,Tablet,45
CUST-013892,ACC-013892,LATAM,Colombia,Small Business,Prepaid,Unlimited,Tablet,11
CUST-013893,ACC-013893,APAC,Japan,Consumer,Prepaid,Basic,Smartphone-Flagship,17
CUST-013894,ACC-013894,MEA,UAE,Enterprise,Prepaid,Standard,IoT/Modem,16
CUST-013895,ACC-013895,NA,USA-East,Small Business,Prepaid,Basic,Smartphone-Budget,26
CUST-013896,ACC-013896,NA,USA-West,Small Business,Prepaid,Basic,Smartphone-Budget,1
CUST-013897,ACC-013897,NA,Canada-West,Enterprise,Postpaid-Annual,Enterprise-Pro,Smartphone-Flagship,11
CUST-013898,ACC-013898,APAC,Singapore,Consumer,Prepaid,Unlimited,Smartphone-Flagship,7
CUST-013899,ACC-013899,MEA,Egypt,Small Business,Postpaid-Monthly,Unlimited,IoT/Modem,66
CUST-013900,ACC-013900,APAC,Singapore,Enterprise,Prepaid,Standard,Smartphone-Mid,27
CUST-013901,ACC-013901,APAC,South Korea,Consumer,Prepaid,Standard,Smartphone-Budget,14
CUST-013902,ACC-013902,LATAM,Colombia,Consumer,Prepaid,Basic,IoT/Modem,27
CUST-013903,ACC-013903,NA,Canada-East,Consumer,Postpaid-Monthly,Basic,Smartphone-Flagship,14
CUST-013904,ACC-013904,LATAM,Chile,Consumer,Prepaid,Basic,Smartphone-Mid,5
CUST-013905,ACC-013905,EU,UK,Small Business,Prepaid,Enterprise-Pro,Smartphone-Flagship,36
CUST-013906,ACC-013906,EU,Germany,Small Business,Prepaid,Standard,Smartphone-Mid,21
CUST-013907,ACC-013907,MEA,UAE,Consumer,Postpaid-Monthly,Basic,Smartphone-Flagship,71
CUST-013908,ACC-013908,APAC,Japan,Consumer,Postpaid-Monthly,SMB-Plus,IoT/Modem,46
CUST-013909,ACC-013909,LATAM,Colombia,Consumer,Prepaid,Unlimited,Tablet,68
CUST-013910,ACC-013910,APAC,Japan,Small Business,Prepaid,Premium,IoT/Modem,63
CUST-013911,ACC-013911,LATAM,Argentina,Small Business,Prepaid,Basic,Smartphone-Mid,34
CUST-013912,ACC-013912,APAC,India,Small Business,Postpaid-Annual,Premium,Smartphone-Budget,39
CUST-013913,ACC-013913,NA,USA-East,Consumer,Prepaid,Standard,Smartphone-Flagship,8
CUST-013914,ACC-013914,LATAM,Argentina,Small Business,Prepaid,Unlimited,Smartphone-Budget,67
CUST-013915,ACC-013915,EU,Germany,Small Business,Postpaid-Monthly,Unlimited,Smartphone-Flagship,6
CUST-013916,ACC-013916,NA,Canada-West,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,67
CUST-013917,ACC-013917,LATAM,Brazil,Small Business,Prepaid,Standard,Smartphone-Flagship,42
CUST-013918,ACC-013918,NA,USA-West,Consumer,Prepaid,Unlimited,Tablet,11
CUST-013919,ACC-013919,MEA,Kenya,Small Business,Postpaid-Annual,Unlimited,Feature Phone,6
CUST-013920,ACC-013920,EU,Spain,Consumer,Prepaid,Basic,Smartphone-Mid,11
CUST-013921,ACC-013921,APAC,Australia,Small Business,Prepaid,Enterprise-Pro,Smartphone-Mid,29
CUST-013922,ACC-013922,APAC,India,Small Business,Postpaid-Annual,Basic,Smartphone-Mid,53
CUST-013923,ACC-013923,APAC,South Korea,Consumer,Prepaid,Basic,Smartphone-Mid,4
CUST-013924,ACC-013924,APAC,South Korea,Consumer,Postpaid-Monthly,Standard,Smartphone-Flagship,24
CUST-013925,ACC-013925,NA,USA-West,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,51
CUST-013926,ACC-013926,APAC,Singapore,Consumer,Postpaid-Monthly,Basic,IoT/Modem,53
CUST-013927,ACC-013927,APAC,Singapore,Consumer,Prepaid,SMB-Plus,Tablet,31
CUST-013928,ACC-013928,APAC,Japan,Enterprise,Postpaid-Monthly,Basic,Smartphone-Flagship,6
CUST-013929,ACC-013929,LATAM,Colombia,Consumer,Prepaid,Standard,Tablet,7
CUST-013930,ACC-013930,NA,USA-West,Small Business,Prepaid,Standard,Smartphone-Budget,65
CUST-013931,ACC-013931,EU,France,Consumer,Postpaid-Monthly,Basic,IoT/Modem,5
CUST-013932,ACC-013932,LATAM,Brazil,Enterprise,Postpaid-Annual,Basic,Smartphone-Mid,27
CUST-013933,ACC-013933,APAC,Singapore,Enterprise,Prepaid,Premium,Smartphone-Budget,4
CUST-013934,ACC-013934,MEA,Saudi Arabia,Small Business,Postpaid-Monthly,Standard,Smartphone-Mid,36
CUST-013935,ACC-013935,NA,Canada-West,Consumer,Prepaid,Premium,Smartphone-Budget,55
CUST-013936,ACC-013936,APAC,Japan,Consumer,Postpaid-Annual,Unlimited,Tablet,3
CUST-013937,ACC-013937,NA,USA-West,Enterprise,Postpaid-Monthly,Premium,Smartphone-Mid,52
CUST-013938,ACC-013938,NA,Canada-West,Consumer,Postpaid-Monthly,Unlimited,Tablet,64
CUST-013939,ACC-013939,EU,Italy,Consumer,Postpaid-Monthly,Enterprise-Pro,Smartphone-Budget,58
CUST-013940,ACC-013940,LATAM,Chile,Consumer,Postpaid-Monthly,Standard,Smartphone-Mid,69
CUST-013941,ACC-013941,APAC,Japan,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Budget,64
CUST-013942,ACC-013942,APAC,Singapore,Consumer,Prepaid,Basic,Smartphone-Flagship,2
CUST-013943,ACC-013943,APAC,Singapore,Consumer,Postpaid-Monthly,Basic,Tablet,21
CUST-013944,ACC-013944,APAC,Japan,Consumer,Postpaid-Annual,SMB-Plus,Feature Phone,51
CUST-013945,ACC-013945,APAC,South Korea,Consumer,Prepaid,Standard,Smartphone-Budget,69
CUST-013946,ACC-013946,MEA,South Africa,Enterprise,Postpaid-Monthly,Premium,Smartphone-Mid,3
CUST-013947,ACC-013947,APAC,Singapore,Consumer,Prepaid,Basic,Smartphone-Budget,15
CUST-013948,ACC-013948,EU,Spain,Consumer,Postpaid-Annual,Premium,Smartphone-Budget,54
CUST-013949,ACC-013949,NA,USA-East,Consumer,Prepaid,Basic,IoT/Modem,31
CUST-013950,ACC-013950,LATAM,Chile,Consumer,Prepaid,Enterprise-Pro,Smartphone-Mid,47
CUST-013951,ACC-013951,MEA,UAE,Consumer,Prepaid,Standard,Smartphone-Flagship,35
CUST-013952,ACC-013952,NA,USA-East,Enterprise,Postpaid-Monthly,Unlimited,Smartphone-Flagship,54
CUST-013953,ACC-013953,MEA,Kenya,Small Business,Postpaid-Monthly,SMB-Plus,Tablet,5
CUST-013954,ACC-013954,LATAM,Brazil,Consumer,Prepaid,Unlimited,Smartphone-Mid,67
CUST-013955,ACC-013955,MEA,Kenya,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,69
CUST-013956,ACC-013956,NA,USA-East,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,3
CUST-013957,ACC-013957,APAC,Australia,Small Business,Postpaid-Annual,Premium,Smartphone-Flagship,35
CUST-013958,ACC-013958,EU,UK,Consumer,Prepaid,Standard,Smartphone-Budget,70
CUST-013959,ACC-013959,NA,USA-West,Consumer,Prepaid,SMB-Plus,Smartphone-Flagship,71
CUST-013960,ACC-013960,EU,Spain,Consumer,Prepaid,Standard,Smartphone-Mid,64
CUST-013961,ACC-013961,APAC,South Korea,Consumer,Postpaid-Monthly,Standard,Smartphone-Budget,33
CUST-013962,ACC-013962,NA,USA-East,Consumer,Postpaid-Annual,Unlimited,Smartphone-Flagship,4
CUST-013963,ACC-013963,MEA,Saudi Arabia,Consumer,Prepaid,Premium,Smartphone-Mid,26
CUST-013964,ACC-013964,APAC,India,Consumer,Postpaid-Annual,Premium,IoT/Modem,28
CUST-013965,ACC-013965,NA,USA-West,Consumer,Postpaid-Annual,Premium,Smartphone-Mid,62
CUST-013966,ACC-013966,NA,Canada-West,Small Business,Prepaid,Basic,Feature Phone,21
CUST-013967,ACC-013967,MEA,South Africa,Consumer,Prepaid,Basic,Smartphone-Flagship,63
CUST-013968,ACC-013968,MEA,South Africa,Consumer,Postpaid-Annual,SMB-Plus,IoT/Modem,41
CUST-013969,ACC-013969,NA,USA-West,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Flagship,71
CUST-013970,ACC-013970,NA,Canada-West,Consumer,Postpaid-Monthly,Standard,Feature Phone,71
CUST-013971,ACC-013971,APAC,India,Consumer,Prepaid,Basic,Smartphone-Flagship,52
CUST-013972,ACC-013972,NA,Canada-West,Consumer,Prepaid,Premium,IoT/Modem,4
CUST-013973,ACC-013973,NA,Canada-East,Enterprise,Prepaid,Standard,IoT/Modem,12
CUST-013974,ACC-013974,LATAM,Brazil,Consumer,Prepaid,Basic,Smartphone-Flagship,63
CUST-013975,ACC-013975,LATAM,Colombia,Small Business,Postpaid-Monthly,Premium,Smartphone-Mid,41
CUST-013976,ACC-013976,APAC,India,Consumer,Prepaid,Basic,Smartphone-Mid,16
CUST-013977,ACC-013977,NA,USA-West,Small Business,Prepaid,Standard,Tablet,46
CUST-013978,ACC-013978,EU,Italy,Consumer,Postpaid-Annual,Basic,Smartphone-Flagship,8
CUST-013979,ACC-013979,APAC,South Korea,Consumer,Postpaid-Monthly,Unlimited,Smartphone-Mid,53
CUST-013980,ACC-013980,APAC,Singapore,Consumer,Prepaid,Unlimited,Smartphone-Mid,61
CUST-013981,ACC-013981,APAC,South Korea,Consumer,Prepaid,Premium,Smartphone-Budget,57
CUST-013982,ACC-013982,LATAM,Brazil,Consumer,Postpaid-Annual,Standard,Smartphone-Budget,70
CUST-013983,ACC-013983,APAC,Japan,Consumer,Postpaid-Monthly,Basic,Smartphone-Mid,51
CUST-013984,ACC-013984,APAC,India,Consumer,Prepaid,Unlimited,Tablet,40
CUST-013985,ACC-013985,MEA,Saudi Arabia,Consumer,Postpaid-Annual,Standard,Smartphone-Budget,57
CUST-013986,ACC-013986,EU,France,Enterprise,Prepaid,Standard,Smartphone-Mid,68
CUST-013987,ACC-013987,APAC,India,Consumer,Postpaid-Monthly,Basic,Smartphone-Flagship,49
CUST-013988,ACC-013988,APAC,Australia,Consumer,Postpaid-Annual,Premium,Smartphone-Mid,2
CUST-013989,ACC-013989,APAC,Japan,Small Business,Postpaid-Monthly,Premium,Feature Phone,49
CUST-013990,ACC-013990,APAC,Australia,Enterprise,Prepaid,Premium,Smartphone-Budget,54
